student_id,counsellor_note
STU02379,"Discussed minor career goals, doing fine. Action plan discussed."
STU02380,"Discussed minor career goals, doing fine. Situation monitored."
STU02381,No further action needed. Follow-up required.
STU02382,No further action needed. Follow-up required.
STU02383,Student is performing well. Situation monitored.
STU02384,"Discussed minor career goals, doing fine. Action plan discussed."
STU02385,No further action needed. Action plan discussed.
STU02386,Student expressed some stress regarding coursework. Situation monitored.
STU02387,Emergency contact notified. Follow-up required.
STU02388,Mental health challenges affecting academics. Action plan discussed.
STU02389,Student is performing well. Follow-up required.
STU02390,Severe lack of attendance. Unresponsive to emails. Action plan discussed.
STU02391,"Discussed minor career goals, doing fine. Action plan discussed."
STU02392,"Working too many part-time hours, neglecting studies. Follow-up required."
STU02393,Participates actively in class. Situation monitored.
STU02394,"Discussed minor career goals, doing fine. Action plan discussed."
STU02395,No further action needed. Situation monitored.
STU02396,Occasional absence noted. Action plan discussed.
STU02397,No major issues reported. Follow-up required.
STU02398,Mental health challenges affecting academics. Situation monitored.
STU02399,Participates actively in class. Follow-up required.
STU02400,Good academic-social balance. Situation monitored.
STU02401,Good academic-social balance. Action plan discussed.
STU02402,Occasional absence noted. Follow-up required.
STU02403,Student expressed some stress regarding coursework. Action plan discussed.
STU02404,Occasional absence noted. Follow-up required.
STU02405,No further action needed. Follow-up required.
STU02406,Good academic-social balance. Situation monitored.
STU02407,"Discussed minor career goals, doing fine. Action plan discussed."
STU02408,Student is performing well. Situation monitored.
STU02409,Emergency contact notified. Situation monitored.
STU02410,Monitor attendance next month. Follow-up required.
STU02411,No further action needed. Action plan discussed.
STU02412,Student expressed some stress regarding coursework. Action plan discussed.
STU02413,No major issues reported. Follow-up required.
STU02414,No major issues reported. Action plan discussed.
STU02415,Severe lack of attendance. Unresponsive to emails. Follow-up required.
STU02416,Multiple backlogs. Demotivated. Follow-up required.
STU02417,No major issues reported. Situation monitored.
STU02418,"Discussed minor career goals, doing fine. Follow-up required."
STU02419,Good academic-social balance. Follow-up required.
STU02420,Needs to improve focus in class. Situation monitored.
STU02421,Discussed dropping out due to financial stress. Action plan discussed.
STU02422,Student expressed some stress regarding coursework. Follow-up required.
STU02423,No major issues reported. Action plan discussed.
STU02424,"Discussed minor career goals, doing fine. Situation monitored."
STU02425,"Working too many part-time hours, neglecting studies. Action plan discussed."
STU02426,Emergency contact notified. Situation monitored.
STU02427,Participates actively in class. Action plan discussed.
STU02428,Participates actively in class. Situation monitored.
STU02429,Good academic-social balance. Situation monitored.
STU02430,Participates actively in class. Follow-up required.
STU02431,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU02432,"Discussed minor career goals, doing fine. Follow-up required."
STU02433,Student expressed some stress regarding coursework. Situation monitored.
STU02434,Student expressed some stress regarding coursework. Situation monitored.
STU02435,Discussed dropping out due to financial stress. Follow-up required.
STU02436,Occasional absence noted. Action plan discussed.
STU02437,"Discussed minor career goals, doing fine. Follow-up required."
STU02438,Family concerns mentioned briefly. Situation monitored.
STU02439,"Working too many part-time hours, neglecting studies. Follow-up required."
STU02440,No further action needed. Follow-up required.
STU02441,Needs to improve focus in class. Action plan discussed.
STU02442,No further action needed. Follow-up required.
STU02443,Student expressed some stress regarding coursework. Situation monitored.
STU02444,Student expressed some stress regarding coursework. Situation monitored.
STU02445,"Discussed minor career goals, doing fine. Situation monitored."
STU02446,"Discussed minor career goals, doing fine. Situation monitored."
STU02447,Severe lack of attendance. Unresponsive to emails. Follow-up required.
STU02448,No major issues reported. Follow-up required.
STU02449,Student is performing well. Action plan discussed.
STU02450,Good academic-social balance. Action plan discussed.
STU02451,Needs to improve focus in class. Follow-up required.
STU02452,Good academic-social balance. Action plan discussed.
STU02453,Family concerns mentioned briefly. Action plan discussed.
STU02454,Needs to improve focus in class. Action plan discussed.
STU02455,"Discussed minor career goals, doing fine. Situation monitored."
STU02456,Student is performing well. Action plan discussed.
STU02457,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU02458,Family concerns mentioned briefly. Situation monitored.
STU02459,"Discussed minor career goals, doing fine. Situation monitored."
STU02460,Good academic-social balance. Action plan discussed.
STU02461,No further action needed. Situation monitored.
STU02462,Severe lack of attendance. Unresponsive to emails. Follow-up required.
STU02463,"Working too many part-time hours, neglecting studies. Situation monitored."
STU02464,"Discussed minor career goals, doing fine. Situation monitored."
STU02465,Family concerns mentioned briefly. Follow-up required.
STU02466,Mental health challenges affecting academics. Action plan discussed.
STU02467,"Discussed minor career goals, doing fine. Situation monitored."
STU02468,Student is performing well. Situation monitored.
STU02469,Mental health challenges affecting academics. Follow-up required.
STU02470,No major issues reported. Situation monitored.
STU02471,Good academic-social balance. Action plan discussed.
STU02472,Student is performing well. Follow-up required.
STU02473,Emergency contact notified. Follow-up required.
STU02474,No major issues reported. Follow-up required.
STU02475,No major issues reported. Action plan discussed.
STU02476,Occasional absence noted. Situation monitored.
STU02477,Student expressed some stress regarding coursework. Situation monitored.
STU02478,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU02479,Monitor attendance next month. Follow-up required.
STU02480,No further action needed. Follow-up required.
STU02481,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU02482,No major issues reported. Action plan discussed.
STU02483,Multiple backlogs. Demotivated. Situation monitored.
STU02484,No further action needed. Follow-up required.
STU02485,No major issues reported. Follow-up required.
STU02486,Severe lack of attendance. Unresponsive to emails. Situation monitored.
STU02487,Mental health challenges affecting academics. Action plan discussed.
